Channelid,subscribercount,totalviews,channelname,title,uploader,channelurl,shortdescription
UC6aBsYUELAs78587l5J-Qbw,92500.0,,ADYASHA OFFICIAL,ADYASHA OFFICIAL ,ADYASHA OFFICIAL,https://www.youtube.com/channel/UC6aBsYUELAs78587l5J-Qbw,Welcome to my little world with full of love and joy i hope you guyzz gonna like my videos and vlogs plz do like comment share & subscribe to my channel .. . . plz do subscribe to my YouTube channel ( sachin shorts video and vlogs )& click 
UC4MZ_SvBIcm1psWxU21eyJQ,40100.0,,LK Priya,LK Priya,LK Priya,https://www.youtube.com/channel/UC4MZ_SvBIcm1psWxU21eyJQ,"ନମସ୍କାର 🙏 ଜୟ ଜଗନ୍ନାଥ ⭕‼️⭕🙏 ୟୁ ଟ୍ୟୁବ୍ ବନ୍ଧୁ ମାନେ LK Priya ଆପଣ ମାନଙ୍କୁ ମୋ ୟୁ ଟ୍ୟୁବ୍ ଚ୍ୟାନେଲ କୁ ସ୍ଵାଗତ କରୁଚି, ମୋ ଚ୍ୟାନେଲ ରେ ଆପଣ ମାନେ ଦେଖିପାରିବେ 🤳, ଓଡିଆ Actress's & Actor's ମାନଙ୍କର Reels Video , Dance Video 💃, Acting Video, Sad Video, Entertain"
UC2Zifb5bZqHIi_sn5qCe3oQ,293000.0,,Art by Sinu (from Odisha),Art by Sinu (from Odisha),Art by Sinu (from Odisha),https://www.youtube.com/channel/UC2Zifb5bZqHIi_sn5qCe3oQ,"🙏ନମସ୍କାର ଜୟ ଜଗନ୍ନାଥ. ଆପଣ ମାନେ ମୋ channel ରେ Colour pencil Drawing, Canvas Painting, Oil Pastel, କିଛି Drawing tips ✨️ ଦେଖି ପାରିବେ. For Order Artworks:- 8114883827 (WhatsApp) Dm For Paid Promotion/Collaboration Email - sinudeepak3@gmail.com"
UCdAAVr-RvDQ8PlYh8jCB05g,20200.0,,renukasadlife,renukasadlife,renukasadlife,https://www.youtube.com/channel/UCdAAVr-RvDQ8PlYh8jCB05g,"କାହାଣୀ ଆପଣ ମାନଙ୍କର କେବଳ ଲେଖା ମୋର....✍️🙏 ଏମିତି କିଛି କାହାଣୀ ଯାହା ଆପଣ ମାନଙ୍କ ଜୀବନ ସହ ସମ୍ପୃକ୍ତ ।। "" ଜୟ ଜଗନ୍ନାଥ "" 🙏⭕‼️⭕ PLEASE SUBSCRIBE & SUPPORT Jay jaganath 🙏🙏🙏"
UCcceOHutOsTxV9rQ1ndq0gg,24300.0,,Gyan Sagar Live,Gyan Sagar Live,Gyan Sagar Live,https://www.youtube.com/channel/UCcceOHutOsTxV9rQ1ndq0gg,"100K Subcribers ""हमारा यूट्यूब चैनल आपको आध्यात्मिकता की दुनिया में ले जाता है। यहां हम आपको अलग-अलग आध्यात्मिक विषयों पर वीडियो प्रदान करते हैं, जैसे कि मानसिक शांति, मानवता के मूल्य, ध्यान और मेधावी जीवन जीने के टिप्स। हमारा लक्ष्य आपको ए"
UCdta5m7FrgINYrPnsXv6urQ,374000.0,,Rushree Food Talkies,Rushree Food Talkies,Rushree Food Talkies,https://www.youtube.com/channel/UCdta5m7FrgINYrPnsXv6urQ,"""Welcome to our YouTube channel! Join us as we explore the world of food, share our daily adventures through vlogs, and offer insights into our lifestyle choices. Get ready to discover delicious recipes, exciting experiences, and inspiring "
UCDCrB36gZyRPZLYhIZzJNpA,11800.0,,ROHAN ENTERTAINMENTS 8011,ROHAN ENTERTAINMENTS 8011,ROHAN ENTERTAINMENTS 8011,https://www.youtube.com/channel/UCDCrB36gZyRPZLYhIZzJNpA,Please subscribe my YouTube channel 🙏 🙏 All Odia Status & Odia Short Video Only 🙏🙏Please Like Share And Subscribe 🙏🙏 🙏🙏My You Tube Friends 🙏🙏
UCTOjkqdIE7NTUeQsgwi1dOA,9720.0,,Rachana jaga,Rachana jaga,Rachana jaga,https://www.youtube.com/channel/UCTOjkqdIE7NTUeQsgwi1dOA,
UCBXvDpb-oyzg6ncsSV8oL7Q,1080000.0,,Muni Soumya Official,Muni Soumya Official,Muni Soumya Official,https://www.youtube.com/channel/UCBXvDpb-oyzg6ncsSV8oL7Q,Support me all frd 🙏🙏🙏
UC7ZWdhQa3SSBmdnVHMtdI5w,2520.0,,𝐃𝐚𝐦𝐛𝐚𝐫𝐮 𝐂𝐫𝐞𝐚𝐭𝐢𝐨𝐧,𝐃𝐚𝐦𝐛𝐚𝐫𝐮 𝐂𝐫𝐞𝐚𝐭𝐢𝐨𝐧,𝐃𝐚𝐦𝐛𝐚𝐫𝐮 𝐂𝐫𝐞𝐚𝐭𝐢𝐨𝐧,https://www.youtube.com/channel/UC7ZWdhQa3SSBmdnVHMtdI5w,"🙏🇯‌🇦‌🇾‌ 🇯‌🇦‌🇬‌🇦‌🇳‌🇳‌🇦‌🇹‌🇭‌ ⭕‼️⭕ 🅷/🅴/🅻/🅻/🅾 🅶/🆄/🆈/🆂...🖐️ 𝐖𝐞𝐥𝐥 𝐜𝐨𝐦𝐞 𝐓𝐨 𝐌𝐲 𝐘𝐨𝐮𝐭𝐮𝐛𝐞 𝐂𝐡𝐚𝐧𝐧𝐞𝐥💐 𝐀𝐥𝐥 𝐓𝐲𝐩𝐞𝐬 𝐒𝐭𝐚𝐭𝐮𝐬 𝐕𝐢𝐝𝐞𝐨 𝐄𝐝𝐢𝐭𝐢𝐧𝐠🎬 🅸'🅼 🅳🅰🅼🅱🅰🆁🆄 🆂🅰🅽🆃🅰 hope you will like my videos ... don't forget to LIKE, COMMENT , SHARE,& SUBSCRIBE ....👇"
UCVC9JRU1JpfupKHVV0sThOg,3570000.0,,Veggie Paaji,Veggie Paaji,Veggie Paaji,https://www.youtube.com/channel/UCVC9JRU1JpfupKHVV0sThOg,"Veggie Paaji shows Best Indian Food & Indian Street Food From across India. In this channel, you will find, Mumbai Food, Delhi Food, Bangalore Food, Pune Food, Ahmedabad Food among other street food."
UCte4JRz3NbAnKZGiuhxUMlQ,7400.0,,Odisha top gk,Odisha top gk ,Odisha top gk,https://www.youtube.com/channel/UCte4JRz3NbAnKZGiuhxUMlQ,"ଜୟ ଜଗନ୍ନାଥ ସାଙ୍ଗମାନେ🙏 ମୋର ନାମ ହେଉଛି ରାକେଶ ପାଣିଗ୍ରାହୀ, ଆପଣମାନଙ୍କୁ ମୋର YouTube channel Odisha top gk ରେ ସ୍ବାଗତ । ଆମ ଚ୍ୟାନେଲ ରେ ଆପଣ ମାନଙ୍କୁ gk video , compitative exams gk, funny gk, intersting gk, ias interview questions, osssc,odisha police "
UC9YhlFGDgGfVQTyePe0rMig,131000.0,,HRB SIDDHU,HRB SIDDHU ,HRB SIDDHU,https://www.youtube.com/channel/UC9YhlFGDgGfVQTyePe0rMig,VFX video New Vfx video Vfx New video Trending vfx video New shorts video YouTube India Ytshorts
UChGh7yYcTEzartx-2SXMNoQ,37400.0,,MR BISWAJIT,MR BISWAJIT,MR BISWAJIT,https://www.youtube.com/channel/UChGh7yYcTEzartx-2SXMNoQ,Dil se love you my all subscribers ❤️❤️ ”Without a Goal’ .there is no value in your life.”💞💞 Our channel is our family and here every subscriber is our family member.💙 We are nothing without your love from your heart..❤️❤️ *****************
UCLxTjKgExXY5EmTw-eKAOog,3460.0,,Rajkishore Dalei,Rajkishore Dalei ,Rajkishore Dalei,https://www.youtube.com/channel/UCLxTjKgExXY5EmTw-eKAOog,Hello Guys Kindly like and subscribe the channel. End is the beginning 🙂
UCy_WMN9XcHFPG2rc4g245-g,58500.0,,Priti’s Vlog Flavour,Priti’s Vlog Flavour,Priti’s Vlog Flavour,https://www.youtube.com/channel/UCy_WMN9XcHFPG2rc4g245-g,"Welcome to Priti's Vlogs Flavour! Join us as we explore the many flavors of life through vlogs, delicious cooking, and more. Dive into a world of diverse vlogs and culinary adventures that will delight fans like you. Subscribe now to savor "
UCFAsJAQyUrWWEgjYStJRVXA,13100.0,,NEW LIFE ODIA,NEW LIFE ODIA ,NEW LIFE ODIA,https://www.youtube.com/channel/UCFAsJAQyUrWWEgjYStJRVXA,"36.K please subscribe & suppor ଜୟ ଜଗନ୍ନାଥ 🙏 ଆପଣ ମାନଙ୍କୁ ମୋର New life Odia you tube chhanel କୁ ସ୍ୱାଗତ ଜଣାଉଛି ଯଦି ଆପଣମାନଙ୍କୁ ମୋର motivational video ଟିକେବି ଭଲ ଲାଗୁଚି ତା ହେଲେ,ମୋ you tube channel କୁ subscribe କରିବା ପାଇଁ ଭୁଲନ୍ତୁ ନାହିଁ | Keep lovi"
UCbBWncD3X_dfXwxmj4KwJnA,10000000.0,,Sidharrth TV,Sidharrth TV,Sidharrth TV,https://www.youtube.com/channel/UCbBWncD3X_dfXwxmj4KwJnA,"Official page of General Entertainment Channel Sidharrth TV , founded by Sitaram Agrawal & Namita Agrawal. Sidharth TV is the final destination for original premium Odia content on TV screen. Sidharth TV was launched on 15 May 2021 along wi"
UCKHs0T4TRF4-LGpWfxVeBCQ,57300.0,,Deepak Sinu Vlogs,Deepak Sinu Vlogs,Deepak Sinu Vlogs,https://www.youtube.com/channel/UCKHs0T4TRF4-LGpWfxVeBCQ,"Main Channel :- Art by Sinu (from Odisha) Namaskar Jai Jagannath 🥰🙏 ଆପଣ ମାନଙ୍କୁ ""Deepak Sinu Vlogs "" YouTube Channel କୁ ସ୍ଵାଗତ. ଏଠାରେ ଆପଣ ଆମ ଭାଇ ଭଉଣୀ ଆଉ ପରିବାର କୁ ନେଇ Funny video , comedy video ଆଉ Vlog ଦେଖି ପାରିବେ. 🤩 ଆପଣ ମାନେ ମୋ Art Channel"
UCN7NqLIAbCHLrUBvIvhGODw,521000.0,,Rishabh Kumar,Rishabh Kumar,Rishabh Kumar,https://www.youtube.com/channel/UCN7NqLIAbCHLrUBvIvhGODw,"On a journey to explore India's rich culinary heritage, one state at a time! 🇮🇳 Recreating traditional and popular dishes from every corner of the country. Join me on this journey as I bring the flavors of India to your screen! 🍛🔥"
UC8iFgvqKPzqndxZtGu20ZDQ,26100.0,,Mohit Tv - Odia,Mohit Tv - Odia,Mohit Tv - Odia,https://www.youtube.com/channel/UC8iFgvqKPzqndxZtGu20ZDQ,"Hello everyone, welcome to my channel Mohit Tv odia. On this channel you will find: •Essay,speeches, Letter/application writing in English and Odia. Beautiful odia and English handwriting •General knowledge videos •All educational videos So"
UCnL1jQ282uav-HTtVxNVtFA,942000.0,,Lollipop,Lollipop,Lollipop,https://www.youtube.com/channel/UCnL1jQ282uav-HTtVxNVtFA,"Lollipop is an entertainment channel in Odisha. On this channel, we will provide entertainment to millions of Oriyas in Odisha. If we have the love and blessings of our brothers and sisters in Odisha, we will surely move forward. Always be "
UC34vUabjy_Wx2iVDBDUZv-A,156000.0,,Rhyming Star Kids TV,Rhyming Star Kids TV,Rhyming Star Kids TV,https://www.youtube.com/channel/UC34vUabjy_Wx2iVDBDUZv-A,"Rhyming Star Kids TV is an India based multilingual Kids entertainment and learning channel comprised of e-Learning, Animated Stories and Songs. It is easier for a kid to learn with visual contents and music than only reading books. Our Ani"
UCZXWXwnUezkLezdwy7XzkPg,38800.0,,Driverse,Driverse,Driverse,https://www.youtube.com/channel/UCZXWXwnUezkLezdwy7XzkPg,"I love driving cars !!! Copyright Notice: In accordance with Section 107 of the Copyright Act of 1976, content on this channel is used under the 'fair use' provision for activities such as criticism, commentary, news reporting, teaching, sc"
UC2a8EyBbqn9G84MiGS8KCzw,1650000.0,,Salman Creation,Salman Creation,Salman Creation,https://www.youtube.com/channel/UC2a8EyBbqn9G84MiGS8KCzw,Our channel members are always committed to your well-being . It is our hope that one day this channel of ours will be very popular in Odisha.
UCbIgCZrgvns-tFOYO0XIGzg,3400.0,,Tiki Miki Odia Cartoon,Tiki Miki Odia Cartoon,Tiki Miki Odia Cartoon,https://www.youtube.com/channel/UCbIgCZrgvns-tFOYO0XIGzg,"Welcome to Tiki Miki Odia Cartoon! 🎉🎶 Tiki Miki Odia Cartoon makes learning fun with animated rhymes, moral stories, and educational lessons in Odia. Designed for preschoolers, young kids, and Odia learners, our channel helps children explo"
UCLqTmLTr2G6DPaI4yxVduRg,147000.0,,TN production,TN production,TN production,https://www.youtube.com/channel/UCLqTmLTr2G6DPaI4yxVduRg,TN PRODUCTION (only professional) ❤️ Channel owner- jayantakumar Naik ❤️Work- only professional
UC4-zA5UIePzU8DyIPXrTfag,1110000.0,,Odia Fairy Tales,Odia Fairy Tales,Odia Fairy Tales,https://www.youtube.com/channel/UC4-zA5UIePzU8DyIPXrTfag,"Watch the Best and Most Popular Stories in Odia. i.e : ସୂର୍ଯ୍ୟ ଆଉ ଚନ୍ଦ୍ର, ଥମ୍ବେଲିନା, ସ୍ଲିପିଙ୍ଗ୍ ବିଉଟୀ, କୁହୁକ ମାଠିଆ, ହାନ୍ସେଲ୍ ଆଣ୍ଡ ଗ୍ରେଟେଲ୍ and Many More. Watch our Fairy Tales Stories in other Indian Languages Mentioned Below."
UCo2zzSNbWH_vGElSuV4qLmQ,37100.0,,Tiempo de Relojes. Más cuerda que un reloj,Tiempo de Relojes. Más cuerda que un reloj,Tiempo de Relojes. Más cuerda que un reloj,https://www.youtube.com/channel/UCo2zzSNbWH_vGElSuV4qLmQ,"Todo lo relacionado con el mundo de la orología. Muestro los relojes que pasan por mis manos, que arreglo y que rompo; así como todos los relojes me interesan."
UCt5N-BLHu6X1lb1S5ER-Rzg,71700.0,,ITISHREE CREATION_S,ITISHREE CREATION_S,ITISHREE CREATION_S,https://www.youtube.com/channel/UCt5N-BLHu6X1lb1S5ER-Rzg,♥️ 🌝꧁𓊈🥰𒆜😍🆆🅴🅻⭐🅲🅾🅼🅴🙈 70🅺 😍🆂🆄🅱🆂🅲🆁🅸🅱🅴🆁𒆜𓊉꧂𒆜𓊉꧂😍♥️( 🏃‍♀️🏃🏻‍♀️🏃🏻‍♀️🍁 #♥️ 😊🌿Har har 🌿🌿Mahadev 😊🙇🪔 ଓମ୍ ✨💫ସାଇ ରାମ୍ 😍😍🙇....😜👑 ..... PHOTOGRAPHY ...LOVER 📸🤳 Nua Nua art video au vlogs pain channel saha jodi hoi ruhantu 🤗🤗🤗 Like....Share....& Subscribe..
UCcBW_l1fza3v0qcCA2PGNwQ,166000.0,,OKTV - Odisha Knowledge TV,OKTV - Odisha Knowledge TV,OKTV - Odisha Knowledge TV,https://www.youtube.com/channel/UCcBW_l1fza3v0qcCA2PGNwQ,Welcome to OKTV- Odisha Knowledge TV We are a YouTube channel created especially for education. Join us for a fun-filled journey where learning and entertainment come together in the Odia language. Subscribe to our channel at 'https://www.y
UC3YyphqHJoiMPT5h9aXMNUA,12100000.0,,Historias Curiosas,Historias Curiosas,Historias Curiosas,https://www.youtube.com/channel/UC3YyphqHJoiMPT5h9aXMNUA,Un canal de historias curiosas con las cuales pasaras un buen rato!
UCj3vm0ti-1_IPUOgmwb5oAQ,474.0,,Sona Sahu,Sona Sahu,Sona Sahu,https://www.youtube.com/channel/UCj3vm0ti-1_IPUOgmwb5oAQ,Hello guys
UCGE-L0dJpos3ut0N96H75Jw,9750000.0,,utkal cartoonworld,utkal cartoonworld,utkal cartoonworld,https://www.youtube.com/channel/UCGE-L0dJpos3ut0N96H75Jw,"For brand promotions contact - utkalcartoonworld18@gmail.com Utkal Cartoon World: Where Imagination Meets Animation Welcome to Utkal Cartoon World, a creative hub where the boundless realms of imagination come to life through the art of ani"
UCqdaNtjD5HuxY-Nli-h01aA,566.0,,pathshala,pathshala,pathshala,https://www.youtube.com/channel/UCqdaNtjD5HuxY-Nli-h01aA,
UC4j8oGFLEr3ipTOmG7ucsXg,432.0,,Creative education,Creative education,Creative education,https://www.youtube.com/channel/UC4j8oGFLEr3ipTOmG7ucsXg,Odiya language learning most easy method
UCRoK0YUQahxKE1jCqcJK-eQ,4580.0,,Rasmi Majhi,Rasmi Majhi,Rasmi Majhi,https://www.youtube.com/channel/UCRoK0YUQahxKE1jCqcJK-eQ,"Hello Friends ,Welcome to My Channel."
UCCi656ymqQXXJHYPqOWcQag,3170.0,,NCR Odia to english,NCR Odia to english ,NCR Odia to english,https://www.youtube.com/channel/UCCi656ymqQXXJHYPqOWcQag,"Channel description Welcome back to (NEW CLASS ROOM odia)🙏🙏 this is the Chanel of odia and english translation,tens, general knowledge,and many more educational purpose. Your query: Odia to english translation Spoken English odia Best of sp"
UCOXXruvv-9Mdu_aX-gQomfA,1150.0,,Umakanta Gouda,Umakanta Gouda,Umakanta Gouda,https://www.youtube.com/channel/UCOXXruvv-9Mdu_aX-gQomfA,
UCuCWAK3C84HYo4F31zUmftA,248000.0,,Kidz World ODIA,Kidz World ODIA,Kidz World ODIA,https://www.youtube.com/channel/UCuCWAK3C84HYo4F31zUmftA,"Welcome you to the Kidz World ODIA Channel. where you will find lots of Odia Nursery videos, Odia educational video, nursery rhymes and kids songs with lyrics. Our aim to make children’s learning a fun & educational experience with alphabet"
UCx62Xk5LXmT2co1VNEd6cmA,4210.0,,Education DK,Education DK,Education DK,https://www.youtube.com/channel/UCx62Xk5LXmT2co1VNEd6cmA,"Hi friends,😊 Mera नाम Dhiren और youtube मेरा Sports और Study स्ट्रगल Life का Ek Dost है | {}…..AUR…..{} “॥सभी Viewer को मेरे DILसे प्रणाम ॥” []PYAR और SUPPORT बनाए Rakhne के liye[] Your Search Results:- Dhiren Education DK Education How to "
UCfpjbrgYtnVTkN_c24nURng,522000.0,,The Dadvocate,The Dadvocate,The Dadvocate,https://www.youtube.com/channel/UCfpjbrgYtnVTkN_c24nURng,Equal shared parenting. Healthier relationships. 1.3M on TikTok. Womansplaining. Exposing partner shamers. Men matter.
UCNxho5yjlSA74-K5HiLMP8w,12.0,,Ani@Anshu P,Ani@Anshu P,Ani@Anshu P,https://www.youtube.com/channel/UCNxho5yjlSA74-K5HiLMP8w,
UCpgcws2muXttNxs6nFCyVPw,26400.0,,Safina odia,Safina odia ,Safina odia,https://www.youtube.com/channel/UCpgcws2muXttNxs6nFCyVPw,100k subscribers
UC3VJS5kruUR7sJteiMIisBg,43400.0,,Alok Jhili Lifestyle,Alok Jhili Lifestyle,Alok Jhili Lifestyle,https://www.youtube.com/channel/UC3VJS5kruUR7sJteiMIisBg,"Plz Do subscribe👌, like👍 & share😍 my youtube Channel🌹.Thanks for watching my video."
UCktTmgIxz07L7qDAUbBDOBw,6650.0,,Manisha Ma'am,Manisha Ma'am,Manisha Ma'am,https://www.youtube.com/channel/UCktTmgIxz07L7qDAUbBDOBw,
UCtJd9yr4jNq8fdk6r3uaYWQ,495.0,,Rajeswori das,Rajeswori das,Rajeswori das,https://www.youtube.com/channel/UCtJd9yr4jNq8fdk6r3uaYWQ,Instagram viral video Rajeshwari Das 143
UCO3UcGehFalqx1U-NGeLvzA,251000.0,,Maa Samalei Official,Maa Samalei Official,Maa Samalei Official,https://www.youtube.com/channel/UCO3UcGehFalqx1U-NGeLvzA,"▪️ Jay Maa Samalei 🙏▪️ Hey I'm Aman Buda , this is my YouTube channel . 🎵 Welcome to Maa Samalei Official! 🎵 🔥 Enjoy trending Sambalpuri songs & Odia Songs, music videos & short reels. 💃 Subscribe and hit the 🔔 for daily entertainment. 🕒 Up"
UCe19SVR6-DAa5VNyWXMLrcw,381000.0,,ଆମ ଗାଁ school,ଆମ ଗାଁ school,ଆମ ଗାଁ school,https://www.youtube.com/channel/UCe19SVR6-DAa5VNyWXMLrcw,"ସ୍ୱାଗତମ୍ ମୁଁ ପ୍ରତିମା ମାମ ଆପଣଙ୍କୁ ଆମ ଗାଁ school ଚ୍ୟାନେଲ କୁ ସ୍ୱାଗତମ୍ କରୁଛି || ମୁଁ ଏଇ ଚ୍ୟାନେଲ ରେ || ଛୋଟ ପିଲାମାନେ କିପର ଅତି ସରଳ ଭାଷାରେ ପଢ଼ିପାରିବେ || ମୁଁ ସେ ବିଷୟର ପଢେଇବି || ଓଡ଼ିଆ ଠାରୁ ଇଂରାଜି ଓ ହିନ୍ଦୀ ଭାଷାରେ ପଢେଇବି || ପିଲାମନେ ମୁଁ ତମକୁ ଓଡ଼ିଆ ଅ, ଆ ଠ"
UCncRmGfBAuoZXJpFoAbZD0g,250000.0,,Madan Mohan Mahanta,Madan Mohan Mahanta,Madan Mohan Mahanta,https://www.youtube.com/channel/UCncRmGfBAuoZXJpFoAbZD0g,"Welcome to ""Madan Mohan Mahanta"" Spoken English YouTube Channel. Hello Friends, my name is Madan Mohan Mahanta. I work as an English teacher in an English Medium School. I make videos to teach those students who can't afford high amount of "
UCbZYeJWwQgGl9Iea4EeiVmA,502000.0,,Saregama Odia,Saregama Odia,Saregama Odia,https://www.youtube.com/channel/UCbZYeJWwQgGl9Iea4EeiVmA,"""Welcome to Saregama Odia , where every beat resonates with the spirit of Odisha! From the soul-stirring tunes of folk heritage to the contemporary beats of modern songs, we bring you the best of Odia music. Join us as we celebrate the tale"
UC5SsU9CdxUA5RQBM0IGMX5Q,91100.0,,Learning With Anita,Learning With Anita,Learning With Anita,https://www.youtube.com/channel/UC5SsU9CdxUA5RQBM0IGMX5Q,"ନମସ୍କାର 🙏 , ମୁଁ ଅନିତା । ପିଲାମାନେ ନିଶ୍ଚୟ ଏହି ଚ୍ୟାନେଲ ମାଧ୍ୟମରେ ଅନେକ କିଛି ଶିଖି ପାରିବେ। କେବଳ ସ୍କୁଲ୍ ପାଠ ନୁହେଁ, ଶିଷ୍ଟାଚାର ,ସାଧାରଣ ଜ୍ଞାନ ,ନୀତିଶିକ୍ଷା ଯାହା ପିଲାଙ୍କ ସାମଗ୍ରିକ ବିକାଶ ପାଇଁ ନିହାତି ଆବଶ୍ୟକ । 👉ଭିଡିଓ ଗୁଡ଼ିକ ଭଲ ଲାଗିଲେ ଲାଇକ୍ , କମେଣ୍ଟ୍ କରିବାକୁ "
UCK7cSGW4iDiffbbGXDRdqpg,12700.0,,Johnny Bananas,Johnny Bananas,Johnny Bananas,https://www.youtube.com/channel/UCK7cSGW4iDiffbbGXDRdqpg,"Pro-Democracy, Pro-Women, LGBTQ Ally 🌈, Anti-Trump. NO PATIENCE FOR APATHY. Follow me on TikTok (until the ban) at @nottherealjohnnybananas"
UC_RpwCFX43z-dGg8lBp8ygg,99900.0,,Odia Promo tv,Odia Promo tv,Odia Promo tv,https://www.youtube.com/channel/UC_RpwCFX43z-dGg8lBp8ygg,ନୂଆ ନୂଆ ଭିଡିଓ ଦେଖିବା ପାଇଁ ଆମ ଚାନେଲକୁ Subscribe କରି ପାଖରେ ଥିବା🔔 Button ଅନ୍ କରିଦିଅନ୍ତୁ । Topic covered:- 1-Daily Gold update 2-Odia hero heroine details video upload here. 3-Cricket news 4-Daily news 5-Spiritual news For business:- anirudhha1
UCOu19bxYimwU1o_x6tiMadw,255000.0,,Jay Jagannath Odia,Jay Jagannath Odia,Jay Jagannath Odia,https://www.youtube.com/channel/UCOu19bxYimwU1o_x6tiMadw,"Welcome to the Official Jay Jagannath Odia YouTube Channel! This is the official Odia channel for Jay Jagannath, an exciting animated series that brings the legendary stories of Lord Jagannath to life. Follow Balram a true young devotee and"
UCo2EcXXfOPhczhI6JpAzoxw,79300.0,,Samot,Samot,Samot,https://www.youtube.com/channel/UCo2EcXXfOPhczhI6JpAzoxw,I am samot
UCVrQivfE36parKjbyEQdeJQ,878000.0,,Manjari TV,Manjari TV,Manjari TV,https://www.youtube.com/channel/UCVrQivfE36parKjbyEQdeJQ,"Manjari TV is a Odisha’s first Free-To-Air 24 hour Odia Entertainment Television channel from Sambad Group. The channel broadcasts a wide spectrum of genres such as family drama, music, movie, reality show, documentary and more. While desig"
UCl14vsKo26SS8OcHedmmaPw,4350000.0,,Sidharth Music,Sidharth Music,Sidharth Music,https://www.youtube.com/channel/UCl14vsKo26SS8OcHedmmaPw,"Welcome to the official channel of Sidharth Music, where music is life. Holding the largest repository of Odia Music Library, Sidharth Music is a household name of Odisha, since 4 decades of entertaining as JE, Sarthak Music, and now Sidhar"
UCTCtBVxD_OSSLuaOk5YpiWA,4640000.0,,Sidharth Bhakti,Sidharth Bhakti,Sidharth Bhakti,https://www.youtube.com/channel/UCTCtBVxD_OSSLuaOk5YpiWA,Sidharth Bhakti (Sub Label of Sidharth Music) is dedicated to bring an experience of Divine spirituality comprising of a huge Catalogue of Bhajans of different Gods rendered by all Popular Bhakti Singers of Odisha. From Bhajans of Lord Jaga
UCRQydmkOzfsltZc8VbgYtaQ,49100.0,,Baansuree Cine Productions,Baansuree Cine Productions,Baansuree Cine Productions,https://www.youtube.com/channel/UCRQydmkOzfsltZc8VbgYtaQ,"Baansuree Cine Productions Company is an Indian YouTube channel maintained by Baansuree Cine Productions Private Limited which is based in Bhubaneswar, Odisha. This is a music video and movie production channel."
UC1EuA9aHCO81CRoJiAW5L2A,3290000.0,,Amara Muzik Odia,Amara Muzik Odia,Amara Muzik Odia,https://www.youtube.com/channel/UC1EuA9aHCO81CRoJiAW5L2A,"Welcome to Amara Muzik, your go-to hub for the best Odia music experience! 🎉 Are you excited to explore the heart of Odia melodies? Dive into our extensive collection of soundtracks and music video rights from blockbuster Odia films like Ra"
UCmejEx9HdI6INcm0ekuw6nw,6230.0,,Gr Records,Gr Records,Gr Records,https://www.youtube.com/channel/UCmejEx9HdI6INcm0ekuw6nw,"Welcome to GR Records, where music meets magic! 🎶 Dive into a world of mesmerizing melodies, captivating rhythms, and soul-stirring lyrics. Immerse yourself in the rich tapestry of Odia melodies, rhythms, and soulful lyrics, curated to capt"
UChcBOzXma_ilpzl40GVMdgA,1650.0,,Maa Mangala Medicine Store,Maa Mangala Medicine Store ,Maa Mangala Medicine Store,https://www.youtube.com/channel/UChcBOzXma_ilpzl40GVMdgA,
UCQ0V-8F4aI4gz1sI7rIsCtg,116000.0,,B Beats Odia,B Beats Odia,B Beats Odia,https://www.youtube.com/channel/UCQ0V-8F4aI4gz1sI7rIsCtg,B Beats Odia Production House We Do Pre-production Post-production Celebs PR Digital Marketing TVCs Promotions Advertisements Celebrity Events
UCIJw1U6A4bmgo67Xfl_I4ZQ,3940.0,,SS Entertainment,SS Entertainment,SS Entertainment,https://www.youtube.com/channel/UCIJw1U6A4bmgo67Xfl_I4ZQ,Just be happy always Name-Sikhar baliarsingh Nick name - ilu babu Insta I'd - sikhar.baliarsingh pH no.9692252396.
UCBS2TBsSg4bl--zknEC6cbQ,760000.0,,Adda247 Odia,Adda247 Odia,Adda247 Odia,https://www.youtube.com/channel/UCBS2TBsSg4bl--zknEC6cbQ,"12 ରୁ ଅଧିକ ଭାରତୀୟ ଭାଷାରେ ପାଠ୍ୟକ୍ରମ ସହିତ Adda247 ହେଉଛି ଭାରତର ସର୍ବ ବୃହତ ସରକାରୀ ଚାକିରି ପ୍ରସ୍ତୁତି ପ୍ଲାଟଫର୍ମ | ଗୁଗୁଲ୍, ୱେଷ୍ଟବ୍ରିଜ୍ କ୍ୟାପିଟାଲ୍, ଇନଫୋଡେଜ୍ ଇତ୍ୟାଦି ମାର୍କେଡ୍ ନିବେଶକମାନଙ୍କ ଦ୍ୱାରା Adda247 ସମର୍ଥିତ | ପ୍ରତିଯୋଗିତାମୂଳକ ପରୀକ୍ଷା ପାଇଁ ପ୍ରସ୍ତୁତ "
UCwPJdhtippwaXEV6ANCv5Ng,71500.0,,ALEX B CREATION,ALEX B CREATION,ALEX B CREATION,https://www.youtube.com/channel/UCwPJdhtippwaXEV6ANCv5Ng,REPRESENTING SAMBALPURI HIP-HOP FROM ‘THE CITY OF LOVE-BALANGIR” ♥️ PURE BALANGIRIA CHHUA…❤️
